,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2817,843,1,0.084140646,10,184.0292,3,2,2,3332.0653212154757
2818,413,1,0.039791206,5,33.4558,1,2,1,105.54317305597624
2819,1224,2,0.090156718,5,127.1678,4,0,0,954.8795317051922
2820,316,0,0.121496273,3,94.0778,7,1,1,1280.0264102019437
2821,1006,2,0.059994175,0,168.7132,9,0,1,2792.352637669901
2822,624,1,0.064310516,13,257.3646,1,2,1,3537.835699722692
2823,1050,2,0.212767095,5,116.7466,4,0,0,588.5542718940328
2824,1505,1,0.050298544,9,191.8162,1,2,1,2535.4407027668017
2825,1133,2,0.128258986,0,225.3404,6,1,1,3321.53259838557
2826,936,2,0.081060928,1,169.2816,5,2,3,4120.725071555119
2827,1367,0,0.0,11,142.747,0,2,0,906.5764492142553
2828,1286,1,0.015434464,9,164.7526,8,0,1,2701.9571307725623
2829,350,1,0.047063689,5,107.228,4,0,0,692.5155822156803
2830,1103,1,0.013224491,13,106.4622,4,0,0,718.5188321000101
2831,45,1,0.0,14,187.3898,8,0,1,3088.7831142521554
2832,1102,2,0.115655502,13,176.0028,6,1,1,2558.632994089005
2833,66,1,0.024021065,14,106.728,2,1,1,1393.2264818096232
2834,934,2,0.033962371,13,167.8158,1,2,1,2225.7204984907685
2835,109,1,0.063754145,7,226.4694,5,2,3,5007.727506907632
2836,1171,2,0.267339659,13,143.5128,0,2,0,538.3071852027217
2837,256,1,0.215072945,15,208.5638,4,0,0,1976.3200332708107
2838,686,2,0.0,10,228.0352,1,2,1,3227.0861999083827
2839,369,2,0.02542192,0,81.3934,7,1,1,1316.6645169737185
2840,388,2,0.119948864,6,180.4976,3,2,2,3262.0227234921686
2841,292,1,0.053252515,5,57.2904,1,2,1,455.42875510378667
2842,421,1,0.04563487,5,141.718,5,2,3,3717.4996649230916
2843,702,2,0.313541543,10,97.6752,4,0,0,120.05260718446834
2844,1309,1,0.047570047,9,171.6422,3,2,2,3196.426395888566
2845,246,1,0.023855381,6,54.8272,5,2,3,2402.125039444381
2846,965,2,0.045692023,13,38.3848,8,0,1,717.1698512463261
2847,1,2,0.040090887,14,163.6868,3,2,2,3129.102941180364
2848,145,2,0.049749638,4,144.8786,0,2,0,948.8531129485623
2849,397,2,0.011001175,13,57.0588,2,1,1,673.8733515895933
2850,1088,2,0.0,10,178.237,0,2,0,1533.1464261200595
2851,726,1,0.02418438,5,64.2168,4,0,0,56.87896023096914
2852,1390,1,0.066670606,11,185.2924,1,2,1,2405.198672973067
2853,418,1,0.069760029,15,260.5252,7,1,1,3976.9043941926866
2854,1490,1,0.052349262,8,192.0846,2,1,1,2665.174083802949
2855,1358,1,0.027200767,11,51.6666,2,1,1,519.0739058337331
2856,1238,1,0.069263905,13,109.6228,7,1,1,1621.114525257724
2857,968,1,0.186650368,3,149.1418,5,2,3,3592.024311374342
2858,1304,1,0.035179934,9,49.8034,7,1,1,751.3221763901779
2859,1348,1,0.027046875,9,172.5396,1,2,1,2276.2746028682177
2860,1339,1,0.046181741,8,153.6682,7,1,1,2350.746206420027
2861,863,2,0.145952717,5,138.8838,5,2,3,3534.2046117442624
2862,1127,1,0.0,5,100.4042,0,2,0,292.44274273147494
2863,219,2,0.096841885,5,46.1718,5,2,3,2180.9647491103024
2864,421,0,0.045856934,5,141.818,8,0,1,2274.281920951064
2865,584,1,0.078057026,10,152.8682,0,2,0,978.1877327569837
2866,771,4,0.018959784,6,61.0536,9,0,1,1249.8957812820377
2867,131,1,0.050136086,14,97.0752,1,2,1,1070.6950185380442
2868,494,1,0.0742834,13,252.8724,1,2,1,3452.67030807674
2869,400,1,0.089381866,5,214.2192,5,2,3,4772.976713331599
2870,1032,1,0.088634567,6,62.651,1,2,1,469.37508854980615
2871,381,2,0.099972466,6,132.4968,0,2,0,666.3347558266776
2872,541,1,0.052525131,5,56.4588,3,2,2,1408.918579145121
2873,1257,1,0.032559591,8,193.3162,1,2,1,2592.8128838726216
2874,309,1,0.120631213,4,43.9744,2,1,1,263.4530464870704
2875,1541,1,0.024526806,8,188.5214,7,1,1,2927.3918387215454
2876,724,2,0.063019289,2,151.7682,5,2,3,3879.647987227946
2877,1173,1,0.0,3,181.3976,9,0,1,3050.2277965275116
2878,201,1,0.036821494,5,179.8976,3,2,2,3361.1810117123096
2879,1503,1,0.033243813,9,119.3124,3,2,2,2403.4851891220314
2880,520,1,0.05811924,6,63.0536,2,1,1,660.5861868200918
2881,171,2,0.055312618,3,124.7046,9,0,1,2121.182772281456
2882,411,2,0.007039648,15,172.4738,6,1,1,2691.9818077164273
2883,1375,1,0.060090767,8,266.3226,3,2,2,4649.936485866564
2884,416,1,0.0,6,212.9902,8,0,1,3493.0002542166676
2885,444,2,0.109939432,5,39.2506,1,2,1,112.18871488549621
2886,1293,1,0.0,9,248.675,9,0,1,4088.723385714082
2887,450,1,0.010459399,3,117.6808,7,1,1,1867.3267723699046
2888,855,2,0.100681984,6,198.3768,1,2,1,2599.076414858432
2889,436,2,0.016572696,5,96.2726,5,2,3,3093.3693571900776
2890,300,1,0.070263971,4,218.385,9,0,1,3517.050168466757
2891,219,2,0.097464425,5,47.7718,9,0,1,849.4619043194134
2892,1461,1,0.14504086,8,224.4404,8,0,1,3412.521232206861
2893,1141,2,0.05844549,13,57.8562,2,1,1,597.7026510443661
2894,1030,2,0.0,5,35.6558,9,0,1,815.0755230535733
2895,148,2,0.050289178,6,165.4526,3,2,2,3147.7463875851
2896,454,2,0.106264528,6,42.3796,2,1,1,293.2789092890903
2897,1469,1,0.150961966,9,114.1176,0,2,0,243.068300559627
2898,301,2,0.024761046,4,193.5162,0,2,0,1746.2593740779062
2899,128,1,0.003591414,7,153.3998,6,1,1,2379.4787868602116
2900,1348,1,0.0,9,175.2396,3,2,2,3331.949696788206
2901,1399,1,0.0,8,50.1034,1,2,1,416.17710422761365
2902,1274,1,0.097077051,9,191.682,7,1,1,2856.534152010621
2903,855,2,0.100746785,6,196.7768,6,1,1,2918.843702024204
2904,1235,2,0.057147256,6,242.2512,9,0,1,3931.814380122206
2905,520,1,0.096732533,6,62.4536,0,2,0,-455.1052063183041
2906,64,1,0.035262656,4,92.412,2,1,1,1164.013114561134
2907,1542,1,0.083343628,9,163.6552,6,1,1,2385.7904463456816
2908,331,1,0.089509222,3,145.7786,2,1,1,1901.7703349707294
2909,862,1,0.079790099,10,63.7826,7,1,1,897.9491542646374
2910,143,0,0.143199389,14,120.144,4,0,0,688.4059253063615
2911,716,2,0.026710788,0,220.4456,5,2,3,5012.541509558069
2912,1088,2,0.036967784,10,175.037,9,0,1,2915.999610262622
2913,1350,0,0.0,8,62.6536,9,0,1,1158.3879039037743
2914,1357,3,0.061323488,9,254.4698,2,1,1,3691.1492591165297
2915,930,4,0.06987064,10,234.9616,3,2,2,4252.187601067582
2916,865,1,0.099731744,6,177.937,4,0,0,1697.4822754511665
2917,1343,1,0.118363749,11,56.1588,9,0,1,889.3183964037889
2918,273,1,0.0,13,43.0428,7,1,1,712.4138525850185
2919,33,1,0.094141186,14,188.1872,1,2,1,2416.404183278635
2920,1058,2,0.037692295,4,127.0704,6,1,1,1939.6925115731938
2921,503,2,0.042124032,3,148.7418,0,2,0,1018.8314195505081
2922,1111,3,0.065381597,13,177.137,7,1,1,2749.742565311359
2923,932,1,0.020835893,6,187.9872,0,2,0,1622.056765532323
2924,480,1,0.07886623,0,177.937,9,0,1,2875.7351558126984
2925,1160,1,0.0,13,176.0054,7,1,1,2772.0063015291407
2926,1030,4,0.160052329,5,35.3558,7,1,1,428.9027225142145
2927,125,1,0.043853769,7,191.9846,9,0,1,3148.731623335366
2928,951,2,0.083043068,5,246.5144,4,0,0,2828.1939344942125
2929,495,2,0.055945372,0,53.2666,3,2,2,1395.0192020657705
2930,1197,1,0.081780186,6,256.6988,2,1,1,3627.661005072613
2931,996,1,0.055312384,0,131.4284,1,2,1,1604.156693080543
2932,663,2,0.061299601,2,55.4588,7,1,1,846.571652486984
2933,737,1,0.04574024,6,127.102,9,0,1,2129.396966581307
2934,512,2,0.023303069,4,185.4608,1,2,1,2534.6556581224686
2935,278,1,0.090337797,4,140.3154,3,2,2,2655.2897492591774
2936,1200,1,0.039999537,13,229.8694,7,1,1,3542.896370745125
2937,842,2,0.066519424,2,183.2292,3,2,2,3394.0179577888794
2938,381,2,0.059678319,6,129.5968,1,2,1,1602.7906675064824
2939,294,2,0.041015006,6,82.6276,7,1,1,1303.0229858860534
2940,856,2,0.023629875,13,156.2288,2,1,1,2191.187196468745
2941,59,1,0.041976732,4,54.4982,5,2,3,2371.2629470960787
2942,1117,1,0.157182948,10,158.9578,2,1,1,1975.0793398229139
2943,132,1,0.096492692,14,165.8158,7,1,1,2462.065803268082
2944,1089,2,0.0,5,141.5812,5,2,3,3818.90530596623
2945,210,1,0.023489402,6,93.7778,9,0,1,1654.2258739209901
2946,636,1,0.160588464,5,143.4154,3,2,2,2579.94587669091
2947,340,1,0.035959521,4,120.8782,5,2,3,3411.5247933026876
2948,73,1,0.024795057,14,82.2592,2,1,1,1010.8851948299343
2949,945,1,0.030855031,13,49.7008,9,0,1,938.1055866011634
2950,1301,1,0.020194535,9,257.6962,6,1,1,3958.9501115770563
2951,727,1,0.090410295,6,196.211,2,1,1,2676.9828674368614
2952,236,1,0.04494821,4,240.3854,1,2,1,3321.9323816877195
2953,1226,2,0.038348445,6,103.4964,2,1,1,1349.8448524731934
2954,308,1,0.141929473,3,169.9132,7,1,1,2461.1865158112537
2955,1002,1,0.04466528,6,184.9266,2,1,1,2574.9441012486354
2956,1034,2,0.011490085,13,72.0038,2,1,1,898.1803435070551
2957,1529,0,0.075672596,8,36.8532,1,2,1,46.38729607313371
2958,1354,1,0.006698103,9,165.8184,8,0,1,2732.432631602003
2959,69,1,0.014615718,14,52.4324,9,0,1,1017.0658158033389
2960,954,1,0.019034783,13,238.4248,8,0,1,3841.8290112961886
2961,1052,2,0.013651105,6,106.7596,3,2,2,2284.8313256662404
2962,1016,2,0.060998134,0,97.2384,7,1,1,1495.874460987592
2963,680,2,0.132314096,5,88.5198,2,1,1,966.419987587939
2964,1135,2,0.048197901,4,48.3376,6,1,1,695.3188316680698
2965,346,1,0.038063173,15,122.5046,3,2,2,2451.267562738106
2966,1410,1,0.009768132,11,211.456,1,2,1,2907.9726622226735
2967,1013,1,0.02046897,13,150.2734,5,2,3,3875.95205155406
2968,1220,2,0.118188689,0,185.224,4,0,0,1817.9554835801323
2969,74,1,0.097612596,4,88.1856,3,2,2,1833.86349738012
2970,1532,0,0.178055216,9,172.0422,7,1,1,2376.8267157042233
2971,61,1,0.067399162,14,246.2486,1,2,1,3364.9957689023777
2972,1274,1,0.097031198,9,192.882,9,0,1,3057.1680491688094
2973,1502,1,0.018851756,8,241.288,7,1,1,3758.923474432021
2974,1239,2,0.0,0,101.0042,4,0,0,705.2096027516614
2975,1414,1,0.077168705,9,114.3492,3,2,2,2253.4187640533146
2976,1423,1,0.044899636,9,61.0562,7,1,1,908.7661263348573
2977,1509,1,0.011054747,9,259.5962,3,2,2,4624.81110222612
2978,1406,1,0.059490504,11,241.4538,8,0,1,3818.1233392088106
2979,202,1,0.08700498,6,75.8986,0,2,0,-225.65461862951088
2980,113,1,0.047978201,7,156.8946,1,2,1,2014.6551956098433
2981,25,0,0.037307618,14,181.7634,7,1,1,2776.3987853594826
2982,1067,2,0.0,4,87.8198,0,2,0,133.21156615085488
2983,592,1,0.017794028,10,65.9826,0,2,0,-273.31967295297306
2984,964,2,0.066868428,13,55.4956,3,2,2,1389.4836015292121
2985,70,1,0.033218416,14,74.7696,5,2,3,2688.9147873336974
2986,749,0,0.136563316,13,156.363,5,2,3,3743.976697033062
2987,317,2,0.018125015,5,178.266,2,1,1,2559.9709359018857
2988,1247,2,0.037581431,13,130.1994,5,2,3,3566.6040520181577
2989,355,1,0.173192865,3,104.399,0,2,0,75.1183126430551
2990,406,2,0.049380234,5,245.4144,7,1,1,3823.3291181009054
2991,1334,1,0.0,11,35.119,8,0,1,706.5497716719608
2992,942,1,0.020530851,6,51.3324,1,2,1,408.7213102832959
2993,972,2,0.021457551,6,121.3098,8,0,1,2057.683277926834
2994,311,1,0.0,5,42.9454,1,2,1,321.3959157126176
2995,1068,2,0.055225368,10,149.1734,7,1,1,2300.9943519209623
2996,1482,1,0.048213839,8,162.8526,7,1,1,2488.6273622877475
2997,1319,1,0.038956596,9,114.6176,5,2,3,3291.133800272297
2998,307,1,0.030152986,0,114.5176,6,1,1,1736.1245498262297
2999,418,1,0.069727079,15,263.6252,9,0,1,4207.097875382635
3000,478,2,0.056922987,13,63.4168,2,1,1,694.6952007214768
3001,930,2,0.069980785,10,234.4616,2,1,1,3334.161080772954
3002,135,0,0.034541588,7,116.8492,1,2,1,1378.783936408539
3003,295,1,0.0,6,233.3642,2,1,1,3412.5482394871387
3004,236,1,0.04497714,4,243.0854,6,1,1,3708.707078301748
3005,1180,2,0.010972719,13,164.0842,1,2,1,2203.3581941038715
3006,98,1,0.014015003,14,128.0652,9,0,1,2195.2661181623916
3007,318,2,0.032504504,5,143.8102,9,0,1,2452.7333114373328
3008,981,2,0.025132415,6,218.8508,2,1,1,3170.93205762706
3009,1397,1,0.012040955,11,188.253,5,2,3,4479.387621233206
3010,572,1,0.129368491,6,185.3898,5,2,3,4253.607473107672
3011,574,2,0.045236996,13,103.1016,2,1,1,1331.0606767858526
3012,1347,1,0.014298622,9,102.5332,6,1,1,1552.570126173413
3013,1228,1,0.075511074,15,192.282,5,2,3,4432.389414791065
3014,184,2,0.0,5,175.637,3,2,2,3391.685424018082
3015,1455,0,0.054595405,8,55.693,1,2,1,376.01923419260834
3016,947,1,0.0,0,200.3084,6,1,1,3114.917676258524
3017,99,1,0.154065962,4,229.3668,4,0,0,2418.4383029284477
3018,1473,1,0.009993163,9,177.637,8,0,1,2909.4870331958377
3019,1007,2,0.084934509,3,154.9314,6,1,1,2295.8964002979315
3020,62,0,0.01148374,4,163.4526,5,2,3,4084.0848197177356
3021,1316,1,0.041193522,9,131.731,1,2,1,1617.5169218574406
3022,183,2,0.16493563,4,115.5518,9,0,1,1792.9805318913855
3023,1021,2,0.059013051,6,159.7578,0,2,0,1152.0403235973513
3024,1477,1,0.059525627,9,182.1976,7,1,1,2769.5977438926807
3025,1470,1,0.053552399,8,184.6608,7,1,1,2819.3280347194477
3026,686,2,0.036882977,10,228.1352,8,0,1,3693.294113998546
3027,581,2,0.203588239,0,61.622,0,2,0,-606.1669243905234
3028,1183,2,0.044470849,3,143.647,0,2,0,927.5035504633379
3029,501,2,0.070814401,13,92.412,9,0,1,1575.891900806369
3030,931,1,0.063825112,5,149.2708,3,2,2,2830.2959835154343
3031,1277,1,0.075167462,8,138.5838,0,2,0,754.9457167919013
3032,685,2,0.020835848,2,129.7994,2,1,1,1800.2349850384699
3033,503,2,0.025145838,3,146.6418,1,2,1,1928.5425535481668
3034,769,1,0.085098856,5,42.0796,3,2,2,1127.5799916035544
3035,117,1,0.038704546,7,125.7362,1,2,1,1545.0911170697805
3036,1226,2,0.03812554,6,106.7964,6,1,1,1618.8148054246253
3037,256,0,0.122814466,15,207.5638,6,1,1,2976.031221428796
3038,1116,1,0.075092011,4,73.2354,7,1,1,1057.5384185697053
3039,1229,4,0.022259937,1,103.999,1,2,1,1332.8491454440618
3040,583,2,0.032132105,3,155.4972,1,2,1,2053.7190730766665
3041,687,1,0.026578464,5,55.0614,9,0,1,1041.8536814810582
3042,102,3,0.01082531,7,150.2392,2,1,1,2170.660644278205
3043,220,1,0.017027915,6,211.0586,3,2,2,3878.1273390215074
3044,1242,2,0.079199274,4,184.6608,9,0,1,3000.53604244673
3045,472,2,0.099912754,0,88.6856,5,2,3,2840.9790626239596
3046,991,2,0.058371696,6,237.1564,2,1,1,3399.9314170654206
3047,314,1,0.099343484,13,98.17,0,2,0,90.23402121573872
3048,207,1,0.055703431,4,195.3768,2,1,1,2731.0203950526175
3049,191,2,0.063483863,4,85.9856,3,2,2,1890.33390385834
3050,1412,1,0.0,8,118.744,1,2,1,1484.694904815141
3051,581,2,0.122320725,0,58.022,2,1,1,515.8468804995632
3052,90,1,0.062988082,14,160.6578,9,0,1,2620.461969447972
3053,313,1,0.022445019,6,97.0094,7,1,1,1523.199952285795
3054,1070,2,0.038493141,6,110.957,6,1,1,1684.8227992785733
3055,22,1,0.023937034,4,100.4042,3,2,2,2148.5798137133015
3056,443,1,0.058064391,4,145.1128,5,2,3,3750.4506455868705
3057,1509,1,0.010956581,9,259.9962,5,2,3,5599.369641658521
3058,844,2,0.008067116,5,79.9618,3,2,2,1880.7226618985997
3059,394,2,0.087774037,5,156.663,1,2,1,1978.0517058218102
3060,1529,1,0.132603297,8,35.3532,4,0,0,-588.0648540263444
3061,489,2,0.014686484,3,206.3638,3,2,2,3844.2765987654248
3062,827,2,0.028123753,6,43.2744,8,0,1,833.2541315008039
3063,320,1,0.021725581,6,109.2228,2,1,1,1442.9566140583215
3064,678,2,0.046432792,3,94.912,4,0,0,535.1794232648981
3065,42,1,0.028474903,4,152.334,7,1,1,2380.138537319194
3066,47,1,0.165700218,4,37.7506,1,2,1,-33.68214462356241
3067,1407,1,0.128458176,11,67.8142,4,0,0,-78.02631267721063
3068,226,1,0.038267861,4,62.0852,5,2,3,2493.6415628567884
3069,531,1,0.02156804,3,52.8982,1,2,1,439.9927059259385
3070,680,2,0.131460394,5,85.2198,1,2,1,788.9076717158587
3071,1116,1,0.074877667,4,76.6354,1,2,1,711.742622926598
3072,930,2,0.121838154,10,235.8616,4,0,0,2591.0890003255477
3073,1014,2,0.06665054,13,41.1112,1,2,1,197.13929107524655
3074,983,2,0.134709764,13,44.8402,8,0,1,667.7997174676623
3075,1004,2,0.029011725,13,185.9898,8,0,1,3042.827380264034
3076,1432,1,0.016032699,9,194.8478,5,2,3,4577.446650915592
3077,606,4,0.047261392,4,213.5876,5,2,3,4936.962347139845
3078,67,1,0.109379022,4,45.4428,5,2,3,2116.863338618262
3079,971,2,0.058604732,5,85.5908,2,1,1,1041.2927456092211
3080,1068,2,0.055425341,10,149.3734,2,1,1,2032.2504837714905
3081,798,1,0.036213591,6,122.3756,7,1,1,1889.2309252934433
3082,1329,1,0.047486615,9,180.066,5,2,3,4295.646370498137
3083,105,1,0.126021818,7,253.204,4,0,0,2832.8751013798856
3084,251,1,0.054976522,5,109.7254,6,1,1,1614.1684729648837
3085,1526,1,0.0,8,42.9086,4,0,0,-247.4586661093972
3086,1494,1,0.030331567,8,153.7656,3,2,2,2946.148192888325
3087,632,1,0.118091992,13,132.6626,4,0,0,955.7096677801865
3088,25,1,0.037051812,14,182.8634,5,2,3,4365.925768557697
3089,939,1,0.057537445,4,86.3566,8,0,1,1421.005091378241
3090,808,1,0.028061488,13,145.076,3,2,2,2816.532541407487
3091,354,0,0.061986186,15,35.6532,5,2,3,1992.1901000767584
3092,1387,1,0.019475371,11,163.621,8,0,1,2673.8380692907836
3093,86,1,0.042307304,4,171.1764,9,0,1,2831.594143396613
3094,1315,1,0.112956552,9,124.9046,2,1,1,1518.1655944986292
3095,1361,1,0.029517792,9,114.815,6,1,1,1718.0333584288005
3096,779,1,0.073078549,5,109.6912,4,0,0,682.0423191328537
3097,488,4,0.062291551,0,197.1426,1,2,1,2725.7461759882603
3098,1118,1,0.065491357,5,148.705,5,2,3,3784.6347332621526
3099,168,1,0.014860557,15,174.008,8,0,1,2852.743171804144
3100,530,1,0.056664709,0,248.0118,3,2,2,4390.670838818056
3101,995,2,0.113832939,1,138.4838,6,1,1,1993.8888226100053
3102,891,1,0.022460575,10,142.9812,8,0,1,2354.610896727117
3103,283,1,0.030616733,15,251.704,8,0,1,4034.5460686830265
3104,622,2,0.033392905,5,73.5354,5,2,3,2708.8878349023703
3105,1002,1,0.04459498,6,183.1266,3,2,2,3387.634187212251
3106,791,2,0.046872134,6,122.3388,2,1,1,1634.0300218220168
3107,106,1,0.071786706,7,39.3506,1,2,1,144.6565151969096
3108,188,1,0.103912541,13,234.2932,9,0,1,3698.187240921523
3109,60,1,0.025484041,14,143.8102,4,0,0,1290.490830373245
3110,956,1,0.026632476,1,231.9668,0,2,0,2303.0242486314423
3111,790,2,0.094279524,6,89.7856,4,0,0,369.8308046195907
3112,901,1,0.032311584,10,63.3194,3,2,2,1539.1734867484242
3113,1081,2,0.093840198,6,86.8882,5,2,3,2808.455455142082
3114,474,1,0.140668056,4,264.4884,5,2,3,5469.775230361851
3115,1499,1,0.066305026,9,62.351,2,1,1,620.5146783057457
3116,55,1,0.019079308,14,187.524,9,0,1,3112.9810672439544
3117,910,1,0.024174597,4,33.2874,1,2,1,124.54029961395099
3118,706,1,0.088889913,13,114.1518,5,2,3,3202.1777080505453
3119,752,1,0.032096024,3,51.1008,6,1,1,736.4756018068683
3120,1237,1,0.066863337,13,197.9084,6,1,1,2945.384792049489
3121,1260,1,0.036464158,9,180.1318,5,2,3,4316.020312716311
3122,983,2,0.135471737,13,45.2402,2,1,1,273.65520453245017
3123,683,2,0.057194086,13,233.6984,2,1,1,3342.939420075021
3124,467,2,0.127127013,5,75.4354,7,1,1,1045.4749760602867
3125,644,2,0.1328021,13,82.4908,4,0,0,184.4368113560672
3126,1471,1,0.069080314,9,89.6146,5,2,3,2849.4122840082796
3127,230,2,0.018843242,6,221.6772,7,1,1,3505.9342289578153
3128,235,2,0.071992202,4,196.0794,7,1,1,3020.4934982516124
3129,1248,1,0.052133441,13,120.6072,1,2,1,1421.7227226986624
3130,1356,1,0.126024084,8,124.573,7,1,1,1763.3234985027084
3131,1461,0,0.145335007,8,224.9404,7,1,1,3257.5113794043164
3132,331,1,0.088574755,3,145.4786,5,2,3,3707.432805665313
3133,1000,1,0.063870008,5,154.563,9,0,1,2524.5964318966626
3134,342,2,0.063704181,5,83.6566,5,2,3,2818.8239468509546
3135,988,1,0.08288617,4,189.9504,3,2,2,3432.17329502765
3136,184,2,0.129148687,5,176.337,2,1,1,2344.855708602692
3137,1093,2,0.070301658,13,65.5484,8,0,1,1097.1900752179859
3138,87,1,0.0,7,225.0088,6,1,1,3500.8900919326406
3139,939,1,0.057526565,4,85.2566,6,1,1,1222.023486164483
3140,595,1,0.100369729,13,196.9452,3,2,2,3505.0453398909913
3141,767,2,0.159923438,3,253.0014,5,2,3,5291.071845468322
3142,507,1,0.110672104,6,191.1846,8,0,1,2966.360121715742
3143,801,2,0.168447861,1,35.8874,9,0,1,543.2122182840608
3144,1536,1,0.185913021,9,252.4698,1,2,1,3251.3923216682233
3145,333,1,0.143938721,5,60.3878,2,1,1,478.26944344070444
3146,360,2,0.156168446,13,146.7418,5,2,3,3635.29393624776
3147,266,1,0.015883951,0,83.4592,9,0,1,1513.2275159063302
3148,1200,1,0.039885362,13,228.9694,1,2,1,3129.9850643480186
3149,1519,1,0.0,9,247.5776,0,2,0,2574.1322754711746
3150,1015,2,0.081599833,1,176.8054,1,2,1,2299.68957726041
3151,945,1,0.030807134,13,49.4008,8,0,1,879.2110894045181
3152,16,2,0.107110465,14,55.6614,4,0,0,-183.88900836816902
3153,774,2,0.067644586,1,256.5988,1,2,1,3568.319650926026
3154,1385,1,0.035857676,8,92.512,2,1,1,1143.890229979444
3155,1280,1,0.063710075,9,36.4848,1,2,1,97.19064188739912
3156,416,1,0.127416049,6,214.2902,5,2,3,4708.69230412107
3157,1450,1,0.0,9,167.7474,9,0,1,2826.8929218716485
3158,632,1,0.067584358,13,129.7626,7,1,1,1944.680341451638
3159,286,1,0.057125581,5,237.8906,4,0,0,2710.655858670195
3160,670,2,0.091526478,3,250.0408,5,2,3,5361.120546166582
3161,228,1,0.0,5,148.4392,3,2,2,2932.9884885465544
3162,1363,1,0.072053007,9,262.3594,6,1,1,3943.629654487472
3163,1497,1,0.184271924,9,82.725,4,0,0,61.72733529048787
3164,1124,1,0.0,3,182.4292,1,2,1,2485.9047546434795
3165,217,1,0.038518959,4,55.3272,8,0,1,978.4391164070043
3166,254,2,0.06904552,6,197.3768,9,0,1,3224.7856192700783
3167,1411,1,0.029764629,9,44.4086,3,2,2,1244.2409191556517
3168,188,1,0.103248816,13,237.3932,5,2,3,5102.934066665163
3169,1438,1,0.00749864,9,186.4556,2,1,1,2652.302384809668
3170,1461,1,0.14586127,8,227.0404,2,1,1,3052.5304770465627
3171,680,2,0.131569883,5,88.1198,8,0,1,1360.5346414421533
3172,405,1,0.042649853,3,256.633,8,0,1,4104.669227401531
3173,329,2,0.052923474,15,46.706,5,2,3,2249.265785481217
3174,82,1,0.107508339,14,59.1904,1,2,1,384.98652667078113
3175,71,1,0.041785884,14,166.0526,3,2,2,3127.526521598683
3176,685,2,0.020714738,2,127.7994,6,1,1,1986.5176002215899
3177,565,1,0.033910827,12,113.886,9,0,1,1938.0329824492605
3178,740,1,0.035642187,1,217.6166,9,0,1,3561.844073593861
3179,631,1,0.087703106,13,220.0798,6,1,1,3262.7200754520873
3180,298,1,0.021393893,0,119.8124,2,1,1,1616.1755528201106
3181,608,1,0.126492074,6,85.3198,2,1,1,891.2554233708652
3182,930,2,0.116474658,10,236.0616,0,2,0,2239.4724318164926
3183,420,1,0.066002079,5,44.2402,2,1,1,356.86597199335483
3184,1371,1,0.040363971,9,244.0144,6,1,1,3711.197140702553
3185,92,3,0.113329224,14,185.8924,8,0,1,2943.8380620263847
3186,1038,1,0.101773845,4,52.8956,8,0,1,824.5014456377567
3187,936,2,0.081620573,1,169.7816,7,1,1,2590.328072006446
3188,1195,1,0.081299369,10,219.0798,7,1,1,3309.300833857141
3189,257,1,0.033059299,0,105.7938,2,1,1,1378.7921667108048
3190,1433,1,0.030481663,11,181.666,1,2,1,2409.072007928409
3191,706,1,0.089503609,13,112.2518,7,1,1,1634.3240111050586
3192,1060,2,0.058062665,5,130.831,3,2,2,2586.0942306082316
3193,1276,1,0.019870463,9,154.9972,8,0,1,2542.7348964953685
3194,550,1,0.026127057,13,216.385,9,0,1,3545.8587838294925
3195,531,1,0.021708103,3,54.5982,2,1,1,593.7942813504055
3196,1017,2,0.027767045,3,88.9856,2,1,1,1147.957420267347
3197,120,1,0.027212419,14,151.8682,2,1,1,2090.0128616871334
3198,1059,2,0.024680092,10,103.7306,2,1,1,1373.4307502513684
3199,1175,1,0.031892144,4,177.7344,6,1,1,2702.1193781156644
3200,217,1,0.03833243,4,54.3272,5,2,3,2372.8546679502965
3201,1005,1,0.0965817,1,162.4552,7,1,1,2415.56099903152
3202,1247,2,0.0,13,129.2994,9,0,1,2260.409074470805
3203,697,2,0.0097782,13,225.1404,9,0,1,3742.6467113813933
3204,893,1,0.0,6,187.724,3,2,2,3535.479157997779
3205,980,2,0.157200063,5,189.3214,0,2,0,1448.9824345882557
3206,268,2,0.016105023,4,121.773,0,2,0,644.226966774934
3207,1069,2,0.069419362,5,92.3804,0,2,0,86.22564165920244
3208,747,1,0.146740745,6,125.5678,0,2,0,440.7582238581813
3209,233,1,0.049938496,0,195.6136,4,0,0,2071.427913526836
3210,1443,1,0.029072283,9,120.1414,8,0,1,1982.6114412554302
3211,291,2,0.072267645,3,184.8924,9,0,1,3028.3240252336154
3212,492,1,0.100436145,6,77.2328,7,1,1,1082.0513838165457
3213,68,1,0.170318251,7,56.1614,8,0,1,767.8399569902708
3214,713,1,0.087453208,6,110.0228,8,0,1,1739.3393952329097
3215,393,1,0.006062712,5,187.3898,8,0,1,3085.759926644774
3216,630,1,0.020505252,6,91.483,5,2,3,2973.9030164057913
3217,616,2,0.085860034,13,169.479,1,2,1,2168.1314673512275
3218,1239,2,0.079230482,0,98.8042,1,2,1,1087.8647628395847
3219,636,0,0.159162446,5,143.1154,5,2,3,3511.108242965166
